Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
United Kingdom;GBR;Part time employment, total (% of total employment);SL.TLF.PART.ZS;;;;;;;;;;;;;;;;;;;;;;;;27.1900005341;31.0599994659;29.6299991608;30.25;31.4799995422;30.0699996948;30.6299991608;31.2199993134;31.1599998474;32.2299995422;32.4399986267;32.3800010681;32.1599998474;32.4300003052;33.3199996948;33.3100013733;33.0800018311;33.4099998474;32.9000015259;33.1800003052;34.0099983215;34.0499992371;34.2700004578;34.2299995422;34.0600013733;35.3600006104;35.3699989319;36.1599998474;35.7099990845;35.0400009155;34.5499992371;34.2999992371;34.9599990845;34.0699996948;
United Kingdom;GBR;Part time employment, male (% of total male employment);SL.TLF.PART.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;12.8599996567;16.7299995422;15.0900001526;15.4399995804;16.2900009155;15.4600000381;15.7399997711;16.4599990845;16.4300003052;17.7600002289;17.7099990845;17.5900001526;17.4799995422;17.75;18.9099998474;18.9200000763;18.8600006104;19.1299991608;18.7700004578;19.3299999237;20.4899997711;20.4300003052;21.2900009155;21.5;21.3600006104;22.9799995422;22.7000007629;23.4899997711;22.9699993134;22.5699996948;22.0499992371;22.0599994659;22.8700008392;21.8199996948;
United Kingdom;GBR;Part time employment, female (% of total female employment);SL.TLF.PART.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;47.9399986267;51.3600006104;50.0099983215;50.6800003052;52.0699996948;49.8100013733;50.3300018311;50.5999984741;50.1399993896;50.3100013733;50.4599990845;50.5499992371;50.3499984741;50.4300003052;51.0699996948;51.1399993896;50.0099983215;50.3899993896;49.6399993896;49.4300003052;49.9799995422;50.0200004578;49.4599990845;49.0699996948;48.9500007629;49.7999992371;49.8199996948;50.6300010681;50.2599983215;49.3400001526;48.7999992371;48.2299995422;48.7299995422;48.0400009155;
United Kingdom;GBR;Labor force with intermediate education (% of total working-age population with intermediate education);SL.TLF.INTM.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.8199996948;76.1800003052;76.3199996948;75.9499969482;76.9199981689;76.1800003052;;76.9800033569;77.9400024414;76.8700027466;77.0999984741;77.4400024414;75.9800033569;76.1600036621;76.6999969482;76.4400024414;71.25;70.1999969482;69.6600036621;71.8399963379;70.0500030518;69.7099990845;69.3300018311;69.2699966431;69.2300033569;
United Kingdom;GBR;Labor force with intermediate education, male (% of male working-age population with intermediate education);SL.TLF.INTM.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83.9000015259;83.1299972534;82.5299987793;82.1699981689;82.9300003052;82.1100006104;;82.3399963379;82.6600036621;81.6800003052;81.9400024414;81.7900009155;80.9300003052;81.0500030518;81.4100036621;81.2200012207;76.6299972534;75.4400024414;74.8199996948;76.0400009155;74.7099990845;74.4400024414;74.2900009155;74.1900024414;74.2399978638;
United Kingdom;GBR;Labor force with intermediate education, female (% of female working-age population with intermediate education);SL.TLF.INTM.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88.8300018311;87.9800033569;86.9800033569;86.7699966431;87.1399993896;86.5100021362;;86.2900009155;86.1900024414;85.3799972534;85.6999969482;85.2200012207;84.9300003052;85.1100006104;85.3600006104;85.2799987793;81.3499984741;80.1100006104;79.3899993896;79.7900009155;78.9800033569;78.7200012207;78.7900009155;78.7099990845;78.8899993896;
United Kingdom;GBR;Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate);SL.TLF.CACT.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.5960006714;62.1669998169;61.7270011902;61.1780014038;60.9889984131;60.8170013428;60.8650016785;61.0390014648;60.9350013733;61.25;61.4399986267;60.9869995117;61.2470016479;61.3629989624;61.4070014954;61.7459983826;62.0769996643;61.9230003357;62.1870002747;62.0180015564;61.8339996338;61.7430000305;61.9770011902;62.1240005493;62.2039985657;62.2400016785;62.3510017395;62.3429985046
United Kingdom;GBR;Labor force participation rate, total (% of total population ages 15+) (national estimate);SL.TLF.CACT.NE.ZS;;60.9700012207;;;;;61.8499984741;;;;;61.0400009155;;;;;;;47.0999984741;47.1300010681;47.0499992371;59.6300010681;;58.9399986267;59.7900009155;61.0499992371;61.0699996948;61.4599990845;61.9500007629;62.8899993896;63.0299987793;62.6599998474;62.4000015259;61.8899993896;61.75;61.5699996948;61.6899986267;61.8600006104;61.7599983215;61.6699981689;61.9099998474;61.5499992371;61.7900009155;61.8800010681;61.8800010681;62.2700004578;62.6899986267;62.5200004578;62.7599983215;62.5600013733;62.3499984741;62.3300018311;62.4700012207;62.6100006104;62.6699981689;62.7400016785;62.9199981689;
United Kingdom;GBR;Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate);SL.TLF.CACT.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.0830001831;73.4010009766;72.4649963379;71.2850036621;70.9029998779;70.5820007324;70.2490005493;70.1409988403;69.8399963379;69.9209976196;69.93800354;69.1740036011;69.0739974976;69.3379974365;68.9779968262;69.2279968262;69.4530029297;69.31199646;69.5019989014;68.9110031128;68.5579986572;68.2919998169;68.486000061;68.3960037231;68.2549972534;68.18699646;68.1750030518;68.1090011597
United Kingdom;GBR;Labor force participation rate, male (% of male population ages 15+) (national estimate);SL.TLF.CACT.MA.NE.ZS;;86.8899993896;;;;;83.8300018311;;;;;81.3199996948;;;;;;;59.4300003052;58.9300003052;58.75;76;;73.3399963379;73.4599990845;74.3799972534;73.8899993896;73.8499984741;74.1399993896;74.5;74.3700027466;73.7900009155;73.0400009155;71.9100036621;71.5500030518;71.2200012207;70.9599990845;70.8799972534;70.6299972534;70.1699981689;70.2200012207;69.5699996948;69.4400024414;69.6900024414;69.3000030518;69.5999984741;69.9100036621;69.7900009155;69.9700012207;69.3499984741;69;68.7900009155;68.8700027466;68.7699966431;68.6100006104;68.5599975586;68.6100006104;
United Kingdom;GBR;Ratio of female to male labor force participation rate (%) (modeled ILO estimate);SL.TLF.CACT.FM.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.1820929255;70.5657971216;71.500727722;72.7319877373;73.1097441431;73.392646285;74.3028344717;75.0288708755;75.4510344472;76.1087533287;76.5735339068;77.1590449746;78.1031984057;77.7466943654;78.7323511207;79.0330556416;79.3745353356;79.2734331022;79.5214553261;80.5212469068;80.887719766;81.296493229;81.4473012434;82.0866687392;82.6679386237;82.9381030693;83.2768547401;83.4192264234
United Kingdom;GBR;Ratio of female to male labor force participation rate (%) (national estimate);SL.TLF.CACT.FM.NE.ZS;;43.2385774643;;;;;50.0298195284;;;;;52.3487455172;;;;;;;59.5322242747;60.9536704275;61.1404224152;58.6052643625;;62.2443466121;64.1845931303;65.474593387;66.531330699;67.6641872081;68.2897241502;69.9328838579;70.5257480515;70.8361564023;71.7278186377;72.9662057413;73.3752589249;73.6731259778;74.5349493687;75.1975187675;75.5061643847;76.6566941986;77.1717426441;77.7346587154;78.6866322992;78.2752149893;79.2640662139;79.5977050868;79.9599464993;79.79652944;79.9914252455;80.9661178966;81.2608691229;81.6979212312;81.9079390123;82.5359911185;83.1074186715;83.4305758457;83.7778735329;
United Kingdom;GBR;Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate);SL.TLF.CACT.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.9930000305;51.7960014343;51.8129997253;51.8470001221;51.8370018005;51.8019981384;52.1969985962;52.6259994507;52.6949996948;53.2159996033;53.5540008545;53.3740005493;53.9490013123;53.908000946;54.3079986572;54.7130012512;55.1279983521;54.9459991455;55.2690010071;55.4879989624;55.4550018311;55.5190010071;55.7799987793;56.1440010071;56.4249992371;56.5530014038;56.7739982605;56.8160018921
United Kingdom;GBR;Labor force participation rate, female (% of female population ages 15+) (national estimate);SL.TLF.CACT.FE.NE.ZS;;37.5699996948;;;;;41.9399986267;;;;;42.5699996948;;;;;;;35.3800010681;35.9199981689;35.9199981689;44.5400009155;;45.6500015259;47.1500015259;48.7000007629;49.1599998474;49.9700012207;50.6300010681;52.0999984741;52.4500007629;52.2700004578;52.3899993896;52.4700012207;52.5;52.4700012207;52.8899993896;53.2999992371;53.3300018311;53.7900009155;54.1899986267;54.0800018311;54.6399993896;54.5499992371;54.9300003052;55.4000015259;55.9000015259;55.6899986267;55.9700012207;56.1500015259;56.0699996948;56.2000007629;56.4099998474;56.7599983215;57.0200004578;57.2000007629;57.4799995422;
United Kingdom;GBR;Labor force with basic education (% of total working-age population with basic education);SL.TLF.BASC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.6199989319;63.1300010681;62.3600006104;62.1699981689;62.5200004578;62.3800010681;;63.3800010681;63.4700012207;63.3699989319;63.2400016785;62.6300010681;62.4900016785;62.0600013733;61.6500015259;61.1699981689;48.2700004578;48.4599990845;46.9099998474;49.8499984741;46.7999992371;46.6699981689;47.7999992371;47.5800018311;49.2799987793;
United Kingdom;GBR;Labor force with basic education, male (% of male working-age population with basic education);SL.TLF.BASC.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.3399963379;70.2300033569;69.5100021362;69;68.8499984741;68.7600021362;;68.8700027466;69.0800018311;68.6900024414;68.2799987793;68.3399963379;67.7300033569;67.8799972534;67.6699981689;67.6100006104;57.8100013733;57.6100006104;56.1800003052;59.2999992371;56.6199989319;56.6399993896;56.9599990845;56.8899993896;58.5600013733;
United Kingdom;GBR;Labor force with basic education, female (% of female working-age population with basic education);SL.TLF.BASC.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.1900024414;78.4400024414;77.7799987793;76.8199996948;76.1600036621;75.9800033569;;76.5199966431;76.8199996948;75.7099990845;74.8199996948;75.6699981689;74.2699966431;74.8399963379;74.6900024414;74.7799987793;69.8700027466;69.0699996948;67.7099990845;70.3899993896;68.0199966431;68.0599975586;67.5199966431;67.0899963379;68.2399978638;
United Kingdom;GBR;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.3399963379;86.1600036621;86.8199996948;85.9599990845;86.1999969482;87.0599975586;;87.4899978638;86.9800033569;87.0500030518;87.6200027466;87.2300033569;87.4800033569;88;87.9800033569;87.7300033569;82.0199966431;81.6999969482;81.6200027466;81.2900009155;79.8099975586;80.6900024414;80.5199966431;80.4000015259;80.4000015259;
United Kingdom;GBR;Labor force with advanced education, male (% of male working-age population with advanced education);SL.TLF.ADVN.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.5599975586;89.6999969482;90.1100006104;89.4499969482;89.5;90.0999984741;;89.9000015259;89.7399978638;89.8700027466;89.7600021362;89.8000030518;89.6399993896;89.9000015259;89.9700012207;89.6699981689;85.2399978638;85.0100021362;84.8600006104;85.0299987793;83.6800003052;84.0699996948;83.6900024414;83.7699966431;83.7699966431;
United Kingdom;GBR;Labor force with advanced education, female (% of female working-age population with advanced education);SL.TLF.ADVN.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92.9499969482;92.4899978638;92.75;92.2200012207;92.2200012207;92.6500015259;;91.9899978638;92.1600036621;92.4199981689;91.75;92.1699981689;91.6600036621;91.7099990845;91.9199981689;91.5899963379;88.5999984741;88.4899978638;88.3000030518;88.9899978638;87.7900009155;87.7300033569;87.1200027466;87.4400024414;87.4400024414;
United Kingdom;GBR;Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate);SL.TLF.ACTI.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.3939971924;76.03099823;75.4410018921;74.9619979858;74.7610015869;74.4950027466;74.638999939;74.8160018921;74.6320037842;74.9410018921;75.1640014648;74.7139968872;74.8669967651;74.8880004883;74.8909988403;75.2170028687;75.56300354;75.3990020752;75.6770019531;75.4820022583;75.236000061;75.3389968872;75.8649978638;76.25;76.5530014038;76.78099823;77.1579971313;77.2829971313
United Kingdom;GBR;Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate);SL.TLF.ACTI.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.7210006714;86.125;85.0559997559;84.0199966431;83.591003418;83.1269989014;82.9430007935;82.8679962158;82.5410003662;82.6129989624;82.6809997559;81.9700012207;81.7750015259;81.9260025024;81.5449981689;81.8050003052;82.0739974976;81.9950027466;82.2149963379;81.71900177;81.3249969482;81.2730026245;81.7559967041;81.8669967651;81.9729995728;82.03099823;82.2850036621;82.3629989624
United Kingdom;GBR;Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate);SL.TLF.ACTI.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.0920028687;65.9710006714;65.8700027466;65.9580001831;65.9929962158;65.9329986572;66.4150009155;66.8509979248;66.8150024414;67.3619995117;67.7389984131;67.5449981689;68.0380020142;67.9219970703;68.2959976196;68.6790008545;69.0999984741;68.8539962769;69.1920013428;69.2990036011;69.1999969482;69.4540023804;70.0189971924;70.6719970703;71.1650009155;71.5589981079;72.0550003052;72.2220001221
United Kingdom;GBR;Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate);SL.TLF.ACTI.1524.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.8280029297;70.013999939;67.6780014038;65.6070022583;64.2730026245;63.5200004578;64.4069976807;64.5859985352;64.1380004883;63.2879981995;63.4469985962;61.6959991455;62.1539993286;60.9679985046;61.4269981384;62.0419998169;62.1629981995;61.3260002136;61.1940002441;59.2649993896;58.5480003357;58.0419998169;58.3779983521;57.936000824;57.4070014954;58.1640014648;57.888999939;57.716999054
United Kingdom;GBR;Labor force participation rate for ages 15-24, total (%) (national estimate);SL.TLF.ACTI.1524.NE.ZS;;75.3899993896;;;;;72.2099990845;;;;;67.1200027466;;;;;;;;;;62.8300018311;;64.3099975586;66.2099990845;69.5899963379;69.7699966431;70.7600021362;71.1200027466;72.6500015259;71.7900009155;70.1200027466;67.9000015259;66.0100021362;64.6299972534;63.6500015259;64.3899993896;64.3099975586;63.8499984741;63.0099983215;63.4099998474;61.8899993896;62.3899993896;61.1800003052;61.5600013733;62.2200012207;62.3100013733;61.3899993896;61.2400016785;59.2200012207;58.4399986267;58.2099990845;58.6300010681;58.3199996948;57.7999992371;58.5299987793;58.4300003052;
United Kingdom;GBR;Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate);SL.TLF.ACTI.1524.MA.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76.7300033569;74.5039978027;72.3430023193;69.9390029907;68.6640014648;67.7880020142;68.4349975586;68.6320037842;68.0410003662;67.0599975586;67.0360031128;65.3860015869;65.3700027466;63.9109992981;63.9179992676;64.9580001831;64.7740020752;64.1240005493;64.3059997559;61.4729995728;61.0270004272;60.5460014343;60.7019996643;59.827999115;59.061000824;59.6300010681;58.8190002441;58.6300010681
United Kingdom;GBR;Labor force participation rate for ages 15-24, male (%) (national estimate);SL.TLF.ACTI.1524.MA.NE.ZS;;83.5800018311;;;;;80.25;;;;;75.9300003052;;;;;;;;;;69.0400009155;;69.8899993896;72.0899963379;75.2799987793;75.1999969482;75.8300018311;76.6500015259;77.4400024414;76.6999969482;74.6500015259;72.6699981689;70.4100036621;69;67.8799972534;68.3300018311;68.3099975586;67.7900009155;66.8399963379;67;65.6500015259;65.5299987793;64.0400009155;63.9700012207;65.1800003052;64.8799972534;64.1600036621;64.3099975586;61.2999992371;60.9399986267;60.7299995422;60.9199981689;60.2099990845;59.4900016785;59.9799995422;59.2999992371;
United Kingdom;GBR;Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate);SL.TLF.ACTI.1524.FE.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.7770004272;65.3929977417;62.8870010376;61.1669998169;59.78099823;59.1599998474;60.3019981384;60.4729995728;60.1749992371;59.4560012817;59.7919998169;57.9210014343;58.8460006714;57.9239997864;58.8349990845;58.9920005798;59.4449996948;58.4290008545;57.983001709;56.9910011292;55.9980010986;55.4560012817;55.9700012207;55.9710006714;55.6839981079;56.6339988708;56.9160003662;56.7620010376
United Kingdom;GBR;Labor force participation rate for ages 15-24, female (%) (national estimate);SL.TLF.ACTI.1524.FE.NE.ZS;;67.1399993896;;;;;64.0400009155;;;;;58.0600013733;;;;;;;;;;56.3899993896;;58.5499992371;60.1300010681;63.7200012207;64.1399993896;65.5299987793;65.4100036621;67.6999969482;66.6900024414;65.4199981689;62.9500007629;61.4099998474;60.0299987793;59.2200012207;60.2200012207;60.1399993896;59.7400016785;59.1599998474;59.7900009155;58.1300010681;59.1899986267;58.2599983215;59.1100006104;59.2200012207;59.7099990845;58.6100006104;58.1699981689;57.1199989319;55.9300003052;55.6599998474;56.2900009155;56.3800010681;56.0699996948;57.0200004578;57.5200004578;
United Kingdom;GBR;Children in employment, total (% of children ages 7-14);SL.TLF.0714.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
United Kingdom;GBR;Children in employment, work only (% of children in employment, ages 7-14);SL.TLF.0714.WK.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
